 
HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code	   
A7501	00100	3	TRACHEOSTOMA VALVE, INCLUDING DIAPHRAGM, EACH	Tracheostoma valve w diaphra	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7502	00100	3	REPLACEMENT DIAPHRAGM/FACEPLATE FOR TRACHEOSTOMA VALVE, EACH	Replacement diaphragm/fplate	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7503	00100	3	FILTER HOLDER OR FILTER CAP, REUSABLE, FOR USE IN A TRACHEOSTOMA HEAT AND	HMES filter holder or cap	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7503	00200	4	MOISTURE EXCHANGE SYSTEM, EACH																																														   
A7504	00100	3	FILTER FOR USE IN A TRACHEOSTOMA HEAT AND MOISTURE EXCHANGE SYSTEM, EACH	Tracheostoma HMES filter	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7505	00100	3	HOUSING, REUSABLE WITHOUT ADHESIVE, FOR USE IN A HEAT AND MOISTURE EXCHANGE	HMES or trach valve housing	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7505	00200	4	SYSTEM AND/OR WITH A TRACHEOSTOMA VALVE, EACH																																														   
A7506	00100	3	ADHESIVE DISC FOR USE IN A HEAT AND MOISTURE EXCHANGE SYSTEM AND/OR WITH	HMES/trachvalve adhesivedisk	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7506	00200	4	TRACHEOSTOMA VALVE, ANY TYPE EACH																																														   
A7507	00100	3	FILTER HOLDER AND INTEGRATED FILTER WITHOUT ADHESIVE, FOR USE IN A TRACHEOSTOMA	Integrated filter & holder	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7507	00200	4	HEAT AND MOISTURE EXCHANGE SYSTEM, EACH																																														   
A7508	00100	3	HOUSING AND INTEGRATED ADHESIVE, FOR USE IN A TRACHEOSTOMA HEAT AND MOISTURE	Housing & Integrated Adhesiv	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7508	00200	4	EXCHANGE SYSTEM AND/OR WITH A TRACHEOSTOMA VALVE, EACH																																														   
A7509	00100	3	FILTER HOLDER AND INTEGRATED FILTER HOUSING, AND ADHESIVE, FOR USE AS A	Heat & moisture exchange sys	37				A				2130																	D							D1F		P					  0	20010101	20010101		N	   
A7509	00200	4	TRACHEOSTOMA HEAT AND MOISTURE EXCHANGE SYSTEM, EACH																																														   
A7520	00100	3	TRACHEOSTOMY/LARYNGECTOMY TUBE, NON-CUFFED, POLYVINYLCHLORIDE (PVC), SILICONE	Trach/laryn tube non-cuffed	37				A																					C							D1F		P					  0	20040101	20040101		N	   
A7520	00200	4	OR EQUAL, EACH																																														   
A7521	00100	3	TRACHEOSTOMY/LARYNGECTOMY TUBE, CUFFED, POLYVINYLCHLORIDE (PVC), SILICONE OR	Trach/laryn tube cuffed	37				A																					C							D1F		P					  0	20040101	20040101		N	   
A7521	00200	4	EQUAL, EACH																																														   
A7522	00100	3	TRACHEOSTOMY/LARYNGECTOMY TUBE, STAINLESS STEEL OR EQUAL (STERILIZABLE AND	Trach/laryn tube stainless	37				A																					C							D1F		P					  0	20040101	20040101		N	   
A7522	00200	4	REUSABLE), EACH																																														   
A7523	00100	3	TRACHEOSTOMY SHOWER PROTECTOR, EACH	Tracheostomy shower protect	37				A																					C							D1F		P					  0	20040101	20040101		N	   
A7524	00100	3	TRACHEOSTOMA STENT/STUD/BUTTON, EACH	Tracheostoma stent/stud/bttn	37				A																					C							D1F		P					  0	20040101	20040101		N	   
A7525	00100	3	TRACHEOSTOMY MASK, EACH	Tracheostomy mask	37				A																					C							D1F		P					  0	20040101	20040101		N	   
A7526	00100	3	TRACHEOSTOMY TUBE COLLAR/HOLDER, EACH	Tracheostomy tube collar	37				A																					C							D1F		P					  0	20040101	20040101		N	   
A7527	00100	3	TRACHEOSTOMY/LARYNGECTOMY TUBE PLUG/STOP, EACH	Trach/laryn tube plug/stop	37				A																					C							D1A		P					  0	20050101	20050101		N	   
A8000	00100	3	HELMET, PROTECTIVE, SOFT, PREFABRICATED, INCLUDES ALL COMPONENTS AND ACCESSORIES	Soft protect helmet prefab	32				A																					C							D1E		A	P	R			  0	20070101	20070101		N	   
A8001	00100	3	HELMET, PROTECTIVE, HARD, PREFABRICATED, INCLUDES ALL COMPONENTS AND ACCESSORIES	Hard protect helmet prefab	32				A																					C							D1E		A	P	R			  0	20070101	20070101		N	   
A8002	00100	3	HELMET, PROTECTIVE, SOFT, CUSTOM FABRICATED, INCLUDES ALL COMPONENTS AND	Soft protect helmet custom	45				A																					C							D1E		A	P	R			  0	20070101	20070101		N	   
A8002	00200	4	ACCESSORIES																																														   
A8003	00100	3	HELMET, PROTECTIVE, HARD, CUSTOM FABRICATED, INCLUDES ALL COMPONENTS AND	Hard protect helmet custom	45				A																					C							D1E		A	P	R			  0	20070101	20070101		N	   
A8003	00200	4	ACCESSORIES																																														   
A8004	00100	3	SOFT INTERFACE FOR HELMET, REPLACEMENT ONLY	Repl soft interface, helmet	32				A																					C							D1E		A	P	R			  0	20070101	20070101		N	   
A9150	00100	3	NON-PRESCRIPTION DRUGS	Misc/exper non-prescript dru	57				A				2050.5																	D							O1E		9					  0	19860101	19950401		N	   
A9152	00100	3	SINGLE VITAMIN/MINERAL/TRACE ELEMENT, ORAL, PER DOSE, NOT OTHERWISE SPECIFIED	Single vitamin nos	00				9																					I							Z2		9					  0	20050101	20050101		N	   
A9153	00100	3	MULTIPLE VITAMINS, WITH OR WITHOUT MINERALS AND TRACE ELEMENTS, ORAL, PER DOSE,	Multi-vitamin nos	00				9																					I							Z2		9					  0	20050101	20050101		N	   
A9153	00200	4	NOT OTHERWISE SPECIFIED																																														   
A9155	00100	3	ARTIFICIAL SALIVA, 30 ML	Artificial saliva	57				A																					C							Z2		9					  0	20080101	20080101		N	   
A9180	00100	3	PEDICULOSIS (LICE INFESTATION) TREATMENT, TOPICAL, FOR ADMINISTRATION BY	Lice treatment, topical	00				9																					I							Z2		9					  0	20050101	20050101		N	   
A9180	00200	4	PATIENT/CARETAKER																																														   
A9270	00100	3	NON-COVERED ITEM OR SERVICE	Non-covered item or service	00				9				2303																	M						0106	Z2		9					  0	19860101	20020101		N	   
A9273	00100	3	HOT WATER BOTTLE, ICE CAP OR COLLAR, HEAT AND/OR COLD WRAP, ANY TYPE	Hot/cold h2obot/cap/col/wrap	00				9																					M						0137	Z2		A	P	R			  0	20110101	20110101		A	   
A9274	00100	3	EXTERNAL AMBULATORY INSULIN DELIVERY SYSTEM, DISPOSABLE, EACH, INCLUDES ALL	Ext amb insulin delivery sys	00				9																					I							D1A		9					  0	20080101	20080101		N	   
A9274	00200	4	SUPPLIES AND ACCESSORIES																																														   
A9275	00100	3	HOME GLUCOSE DISPOSABLE MONITOR, INCLUDES TEST STRIPS	Disp home glucose monitor	00				9																					M						0131	T1E		9					  0	20060101	20060101		N	   
A9276	00100	3	SENSOR; INVASIVE (E.G. SUBCUTANEOUS), DISPOSABLE, FOR USE WITH INTERSTITIAL	Disposable sensor, CGM sys	00				9							1861(n)														S							D1E		9					  0	20080101	20080101		N	   
A9276	00200	4	CONTINUOUS GLUCOSE MONITORING SYSTEM, ONE UNIT = 1 DAY SUPPLY																																														   
A9277	00100	3	TRANSMITTER; EXTERNAL, FOR USE WITH INTERSTITIAL CONTINUOUS GLUCOSE MONITORING	External transmitter, CGM	00				9							1861(n)														S							D1E		9					  0	20080101	20080101		N	   
A9277	00200	4	SYSTEM																																														   
A9278	00100	3	RECEIVER (MONITOR); EXTERNAL, FOR USE WITH INTERSTITIAL CONTINUOUS GLUCOSE	External receiver, CGM sys	00				9							1861(n)														S							D1E		9					  0	20080101	20080101		N	   
A9278	00200	4	MONITORING SYSTEM																																														   
A9279	00100	3	MONITORING FEATURE/DEVICE, STAND-ALONE OR INTEGRATED, ANY TYPE, INCLUDES ALL	Monitoring feature/deviceNOC	00				9																					I							T2D		9					  0	20070101	20070101		N	   
A9279	00200	4	ACCESSORIES, COMPONENTS AND ELECTRONICS, NOT OTHERWISE CLASSIFIED																																														   
A9280	00100	3	ALERT OR ALARM DEVICE, NOT OTHERWISE CLASSIFIED	Alert device, noc	00				9							1861														S							Z2		9					  0	20040101	20040101		N	   
A9281	00100	3	REACHING/GRABBING DEVICE, ANY TYPE, ANY LENGTH, EACH	Reaching/grabbing device	00				9							1862 SSA														S							D1E		A	P	R			  0	20060101	20060101		N	   
A9282	00100	3	WIG, ANY TYPE, EACH	Wig any type	00				9							1861SSA														S							Z2		9					  0	20060101	20060101		N	   
A9283	00100	3	FOOT PRESSURE OFF LOADING/SUPPORTIVE DEVICE, ANY TYPE, EACH	Foot press off load supp dev	00				9							1862a(i)13														S							D1E		P					  0	20080101	20080101		N	   
A9284	00100	3	SPIROMETER, NON-ELECTRONIC, INCLUDES ALL ACCESSORIES	Non-electronic spirometer	00				9																					D						0156	Z2		A	P	R			  0	20090101	20090101		N	   
A9300	00100	3	EXERCISE EQUIPMENT	Exercise equipment	00				9	60-9			2100.1																	M							Z2		9					  0	19930101	19950401		N	   
A9500	00100	3	TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE	Tc99m sestamibi	57				A																					C							I1E		4					  0	19960101	20100101		N	   
A9501	00100	3	TECHNETIUM TC-99M TEBOROXIME, DIAGNOSTIC, PER STUDY DOSE	Technetium TC-99m teboroxime	57				A																					C							I1E		4					  0	20080101	20080101		N	   
A9502	00100	3	TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE	Tc99m tetrofosmin	57				A																					C							I1E		4					  0	19980101	20090101		N	   
A9503	00100	3	TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES	Tc99m medronate	57				A																					C							I1E		4					  0	19970101	20060101		N	   
A9504	00100	3	TECHNETIUM TC-99M APCITIDE, DIAGNOSTIC, PER STUDY DOSE, UP TO 20 MILLICURIES	Tc99m apcitide	57				A																					C							I1E		4					  0	20000101	20060101		N	   
A9505	00100	3	THALLIUM TL-201 THALLOUS CHLORIDE, DIAGNOSTIC, PER MILLICURIE	TL201 thallium	57				A																					C							I1E		4					  0	19960101	20060101		N	   
A9507	00100	3	INDIUM IN-111 CAPROMAB PENDETIDE, DIAGNOSTIC, PER STUDY DOSE, UP TO 10	In111 capromab	57				A																					C							I1E		4					  0	19990101	20060101		N	   
A9507	00200	4	MILLICURIES																																														   
A9508	00100	3	IODINE I-131 IOBENGUANE SULFATE, DIAGNOSTIC, PER 0.5 MILLICURIE	I131 iodobenguate, dx	51				A																					C							I1E		4					  0	20010101	20060101		N	   
A9509	00100	3	IODINE I-123 SODIUM IODIDE, DIAGNOSTIC, PER MILLICURIE	Iodine I-123 sod iodide mil	57				A																					C							I1E		4					  0	20080101	20080101		N	   
A9510	00100	3	TECHNETIUM TC-99M DISOFENIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 15 MILLICURIES	Tc99m disofenin	51				A																					C							I1E		4					  0	20010101	20060101		N	   
A9512	00100	3	TECHNETIUM TC-99M PERTECHNETATE, DIAGNOSTIC, PER MILLICURIE	Tc99m pertechnetate	57				A																					C							I1E		4					  0	20030101	20060101		N	   
A9516	00100	3	IODINE I-123 SODIUM IODIDE, DIAGNOSTIC, PER 100 MICROCURIES, UP TO 999	Iodine I-123 sod iodide mic	57				A																					C							I1E		4					  0	20030101	20080101		N	   
A9516	00200	4	MICROCURIES																																														   
A9517	00100	3	IODINE I-131 SODIUM IODIDE CAPSULE(S), THERAPEUTIC, PER MILLICURIE	I131 iodide cap, rx	57				A																					C							I1E		6					  0	20030101	20060101		N	   
A9521	00100	3	TECHNETIUM TC-99M EXAMETAZIME, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES	Tc99m exametazime	57				A																					C							I1E		4					  0	20030101	20060101		N	   
A9524	00100	3	IODINE I-131 IODINATED SERUM ALBUMIN, DIAGNOSTIC, PER 5 MICROCURIES	I131 serum albumin, dx	57				A																					C							I1E		4					  0	20030101	20060101		N	   
A9526	00100	3	NITROGEN N-13 AMMONIA, DIAGNOSTIC, PER STUDY DOSE, UP TO 40 MILLICURIES	Nitrogen N-13 ammonia	53				A																					C							I1E		4					  0	20040101	20060101		N	   
A9527	00100	3	IODINE I-125, SODIUM IODIDE SOLUTION, THERAPEUTIC, PER MILLICURIE	Iodine I-125 sodium iodide	57				A																					C	YY	20080101					I1E		4					  0	20070101	20070101		N	   
A9528	00100	3	IODINE I-131 SODIUM IODIDE CAPSULE(S), DIAGNOSTIC, PER MILLICURIE	Iodine I-131 iodide cap, dx	57				A																					C							I1E		4					  0	20040101	20060101		N	   
A9529	00100	3	IODINE I-131 SODIUM IODIDE SOLUTION, DIAGNOSTIC, PER MILLICURIE	I131 iodide sol, dx	57				A																					C							I1E		4					  0	20040101	20060101		N	   
A9530	00100	3	IODINE I-131 SODIUM IODIDE SOLUTION, THERAPEUTIC, PER MILLICURIE	I131 iodide sol, rx	57				A																					C							I1E		6					  0	20040101	20060101		N	   
A9531	00100	3	IODINE I-131 SODIUM IODIDE, DIAGNOSTIC, PER MICROCURIE (UP TO 100 MICROCURIES)	I131 max 100uCi	57				A																					C							I1E		4					  0	20040101	20060101		N	   
A9532	00100	3	IODINE I-125 SERUM ALBUMIN, DIAGNOSTIC, PER 5 MICROCURIES	I125 serum albumin, dx	57				A																					C							I1E		6					  0	20040101	20060101		N	   
A9535	00100	3	INJECTION, METHYLENE BLUE, 1 ML	Injection, methylene blue	51				A																					C							I1E		4					  0	20060101	20100101	20091231	N	   
A9536	00100	3	TECHNETIUM TC-99M DEPREOTIDE, DIAGNOSTIC, PER STUDY DOSE, UP TO 35 MILLICURIES	Tc99m depreotide	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9537	00100	3	TECHNETIUM TC-99M MEBROFENIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 15 MILLICURIES	Tc99m mebrofenin	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9538	00100	3	TECHNETIUM TC-99M PYROPHOSPHATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25	Tc99m pyrophosphate	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9538	00200	4	MILLICURIES																																														   
A9539	00100	3	TECHNETIUM TC-99M PENTETATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES	Tc99m pentetate	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9540	00100	3	TECHNETIUM TC-99M MACROAGGREGATED ALBUMIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 10	Tc99m MAA	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9540	00200	4	MILLICURIES																																														   
A9541	00100	3	TECHNETIUM TC-99M SULFUR COLLOID, DIAGNOSTIC, PER STUDY DOSE, UP TO 20	Tc99m sulfur colloid	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9541	00200	4	MILLICURIES																																														   
A9542	00100	3	INDIUM IN-111 IBRITUMOMAB TIUXETAN, DIAGNOSTIC, PER STUDY DOSE, UP TO 5	In111 ibritumomab, dx	51				A																					C							I1E		4					  0	20060101	20060101		N	   
A9542	00200	4	MILLICURIES																																														   
A9543	00100	3	YTTRIUM Y-90 IBRITUMOMAB TIUXETAN, THERAPEUTIC, PER TREATMENT DOSE, UP TO 40	Y90 ibritumomab, rx	51				A																					C							I1E		6					  0	20060101	20060101		N	   
A9543	00200	4	MILLICURIES																																														   
A9544	00100	3	IODINE I-131 TOSITUMOMAB, DIAGNOSTIC, PER STUDY DOSE	I131 tositumomab, dx	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9545	00100	3	IODINE I-131 TOSITUMOMAB, THERAPEUTIC, PER TREATMENT DOSE	I131 tositumomab, rx	57				A																					C							I1E		6					  0	20060101	20060101		N	   
A9546	00100	3	COBALT CO-57/58, CYANOCOBALAMIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 1 MICROCURIE	Co57/58	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9547	00100	3	INDIUM IN-111 OXYQUINOLINE, DIAGNOSTIC, PER 0.5 MILLICURIE	In111 oxyquinoline	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9548	00100	3	INDIUM IN-111 PENTETATE, DIAGNOSTIC, PER 0.5 MILLICURIE	In111 pentetate	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9550	00100	3	TECHNETIUM TC-99M SODIUM GLUCEPTATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25	Tc99m gluceptate	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9550	00200	4	MILLICURIE																																														   
A9551	00100	3	TECHNETIUM TC-99M SUCCIMER, DIAGNOSTIC, PER STUDY DOSE, UP TO 10 MILLICURIES	Tc99m succimer	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9552	00100	3	FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES	F18 fdg	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9553	00100	3	CHROMIUM CR-51 SODIUM CHROMATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 250	Cr51 chromate	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9553	00200	4	MICROCURIES																																														   
A9554	00100	3	IODINE I-125 SODIUM IOTHALAMATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 10	I125 iothalamate, dx	53				A																					C							I1E		4					  0	20060101	20060101		N	   
A9554	00200	4	MICROCURIES																																														   
A9555	00100	3	RUBIDIUM RB-82, DIAGNOSTIC, PER STUDY DOSE, UP TO 60 MILLICURIES	Rb82 rubidium	99				9																					C							I1E		4					  0	20060101	20060101		N	   
A9556	00100	3	GALLIUM GA-67 CITRATE, DIAGNOSTIC, PER MILLICURIE	Ga67 gallium	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9557	00100	3	TECHNETIUM TC-99M BICISATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES	Tc99m bicisate	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9558	00100	3	XENON XE-133 GAS, DIAGNOSTIC, PER 10 MILLICURIES	Xe133 xenon 10mci	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9559	00100	3	COBALT CO-57 CYANOCOBALAMIN, ORAL, DIAGNOSTIC, PER STUDY DOSE, UP TO 1	Co57 cyano	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9559	00200	4	MICROCURIE																																														   
A9560	00100	3	TECHNETIUM TC-99M LABELED RED BLOOD CELLS, DIAGNOSTIC, PER STUDY DOSE, UP TO 30	Tc99m labeled rbc	57				A																					C							I1E		4					  0	20060101	20060101		N	   
A9560	00200	4	MILLICURIES																																														   
A9561	00100	3	TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES	Tc99m oxidronate	57				A																					C							I1E		4					  0	20060101	20060101		N	   
